PC1,PC2,PC3,RainTomorrow
-4.050027688174775,2.6648127564522834,-2.1354126635328594,1
0.9611980895620179,-0.9131282705657433,-0.10168062521448681,0
2.0846788853577722,-1.7320343931102873,0.6232056507759762,0
1.2131248693663623,-0.9371371951445621,-0.3589157353280709,0
0.8410590904097288,0.34446476505517476,-1.1355880836306558,1
0.9172532875297718,1.9769437938931236,-1.389313768519093,0
1.0816183611065224,0.15890681284259092,-0.7790162634672473,0
-3.1296578888338744,0.41131285135078527,-1.678923335599701,1
2.0389868352476204,-1.4722022979737008,1.7601751235087215,0
1.6678875069687542,-0.4467614545683395,-0.7840316730121423,1
-3.5536860186407235,-0.04418174840704748,-1.673453561824768,1
0.850047859911693,1.1832599971422277,2.2221521175224366,0
0.8741232975463057,-0.9388091847383548,-0.3035387230730057,0
1.2855190764661828,0.936708666593544,-1.0223490213492017,0
1.2157100606147508,-0.5748893518340743,0.4495598486118273,0
1.1146336033887956,-0.24674109814297537,-0.9055331401112471,0
0.5340420549089917,1.4232455044107495,1.4843206030789429,0
0.3102185465012379,1.320387628507931,2.3521981789024076,1
-3.244537457873422,0.5258689114892813,3.9812539743034705,0
1.32762479557805,-0.7315848598858786,0.4088263758655051,0
-3.7524524585534613,-0.18211691834844046,-0.12150970561705594,1
1.296497399628151,-0.7670014741740968,0.15002260743386323,1
0.4347941710998194,0.7084140185886681,-1.4379610981418391,1
1.8339263198412883,-0.9053917188414021,0.036662899789914445,0
0.4934652735724101,0.6059115162236357,-0.8009513636968085,0
1.175368559382574,2.7364342435910305,-1.8551411725487634,0
1.0037724680932374,1.6639766117078518,-1.152953531442623,0
0.9681981537830919,-0.38786691952840296,-0.8478333573382184,0
0.5486084974617225,0.3247027243966474,-1.4737789508842036,1
1.9184556471663168,0.7343472727801463,0.11423844567912354,0
1.3016787402427887,-1.3689313936938659,-0.024421306251490187,0
1.5954386499538906,-0.9560882530688541,0.5851333121953919,0
-3.262992365487765,-1.4823669702087754,0.01426768978797844,0
0.7320247710732297,1.0074599119399688,-0.7627903790659922,0
-3.129420050049294,-2.0760861964778132,0.01824243167633498,1
1.4325640611881583,-1.5575512461543832,0.08876573429905993,0
0.9552951379987761,2.923165757295576,-2.3393219638011176,0
0.640216857506047,-1.0399749142484536,-0.09463829420089381,1
-4.320157060154,1.0625665690813146,2.078814598158942,1
1.4772156903532294,-1.2334603745870156,0.10441041007575295,0
1.4337808883835055,-0.8409459121640366,-0.3219816660533036,1
-3.511948691551044,0.6548660047448486,2.264342398633733,0
-3.800259996029903,-1.0626174247933888,-0.7587152335766045,1
-3.5423159590192492,-1.3405104486515054,0.05670504993429826,0
1.683836435329114,-1.3837736388948707,0.13457696483154655,0
1.3962815576865661,0.006725188543134902,-1.2375339382242316,0
-3.671324866770362,0.0011370928383210156,0.22338021138162817,1
2.5193097765266423,-1.5380474762264864,0.2505473651376354,0
1.545540540395539,-0.8148121666322619,-0.2710219802796953,0
-3.158928519360915,-1.0515537361790088,0.7893903044467,0
0.9902857578641338,2.3460729827885745,-2.026273385840106,1
1.617874964266555,-1.45602212545974,0.3752894299264675,0
0.0007158836747016916,1.6309611287022292,1.9748017000918934,1
-2.299709521658518,-2.6566195172911717,0.5723219705061743,0
1.517932431442507,-0.9544855855729075,0.27856748756856714,0
1.4788366239200121,-0.382922984722785,-0.45464042161763824,0
2.007057017310483,-1.938550450309981,0.8574579119647804,0
1.637301360365307,-1.9615488304317035,0.8224860849548042,0
-2.4540037306511424,-1.9073916701282694,0.0010149088428176762,0
1.6089666077926768,-0.8397375371014402,-0.2706913379954325,0
1.3359757758647168,-1.399901144436772,0.25642868071519825,0
1.6022927694585203,-1.378552345337784,0.33569937885713386,0
0.9193125862861158,0.6434388773437325,-0.6922895954199197,0
-3.2027992199748887,-1.5168120900626771,-0.04204719654393214,1
0.3435202757893698,3.032495518841683,-1.646457717503572,1
